M270000017,大阪府大阪市東住吉区照ヶ丘矢田2-6-16 1F 
M270009882,大阪府大阪市北区大淀中３－７－５大淀ハイツ５０１ 
M270009883,大阪府大阪市北区大淀中３－７－５大淀ハイツ５０７ 
M270009884,大阪府大阪市北区大淀中３－７－５大淀ハイツ７０６ 
M270009885,大阪府大阪市北区大淀中３－７－５大淀ハイツ７０７ 
M270009886,大阪府大阪市浪速区日本橋５－２１－９カモンハイツ１０６ 
M270009887,大阪府大阪市浪速区日本橋５－２１－９カモンハイツ１０３ 
M270009888,大阪府大阪市浪速区日本橋５－２１－９カモンハイツ２０１ 
M270009914,大阪府大阪市中央区島之内２－６－６　アロンデール７０３ 
M270009915,大阪府大阪市中央区島之内２－６－６　アロンデール１００１ 
M270009916,大阪府大阪市中央区島之内２－６－６　アロンデール５０５ 
M270009917,大阪府大阪市中央区島之内２－６－６　アロンデール４０１ 
Ｍ270009951大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル２０１ 
Ｍ270009953大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル３０１ 
Ｍ270009954大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル３０３ 
Ｍ270009956大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル４０２ 
Ｍ270009957大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル４０３ 
Ｍ270009958大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル５０１ 
Ｍ270009959大阪府大阪市,阿倍野区阪南町１－１２－３新宿津石ビル５０２ 
M270009981,大阪府大阪市中央区島之内２－６－６　アロンデール２０１ 
M270009982,大阪府大阪市中央区島之内２－６－６　アロンデール２０２ 
M270009983,大阪府大阪市中央区島之内２－６－６　アロンデール７０５ 
M270009985,大阪府大阪市中央区島之内２－６－６　アロンデール１００２ 
M270009987,大阪府大阪市中央区島之内２－６－６　アロンデール１００３ 
M270009996,大阪府大阪市中央区谷町5丁目６－３３　メルシアター５０１ 
M270009997,大阪府大阪市中央区谷町5丁目６－３３　メルシアター６０１ 
M270010013,大阪府大阪市生野区鶴橋２－１１－１３ 
M270010024,大阪府大阪市中央区島之内２－６－６　アロンデール３０２ 
M270010025,大阪府大阪市中央区島之内２－６－６　アロンデール２０３ 
M270010055,大阪府大阪市大正区三軒家西３－４－１６中山ビル2階 
M270010060,大阪府大阪市中央区島之内２－６－６　アロンデール５０３ 
M270010061,大阪府大阪市中央区島之内２－６－６　アロンデール５０２ 
M270010062,大阪府大阪市中央区島之内２－６－６　アロンデール５０１ 
M270010063,大阪府大阪市中央区島之内２－６－６　アロンデール４０５ 
M270010064,大阪府大阪市中央区島之内２－６－６　アロンデール３０３ 
M270010149,大阪府大阪市天王寺区堀越町５－１７ 
M270010176,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３０１ 
M270010177,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３０２ 
M270010178,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３０４ 
M270010180,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３０５ 
M270010182,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３０８ 
M270010183,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３１１ 
M270010184,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３１２ 
M270010185,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３１３ 
M270010186,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３１４ 
M270010187,大阪府大阪市浪速区幸町２－３－２０スイス難波西１３１５ 
M270010201,大阪府大阪市中央区船越町２－３－１５－６０１ 
M270010203,大阪府大阪市生野区生野西４－２２－１５ 
M270010211,大阪府大阪市浪速区日本橋西１－４－１１カタオビル５０１ 
M270010233,大阪府大阪市西成区山王１－９－６リージェント天王寺４０５ 
M270010235,大阪府大阪市西成区山王１－９－６リージェント天王寺８０１ 
M270010269,大阪府大阪市西成区花園北１－６－１６スイス難波南５０７ 
M270010271,大阪府大阪市西成区花園北１－６－１６スイス難波南５１６ 
M270010275,大阪府大阪市西成区花園北１－６－１６スイス難波南６１０ 
M270010278,大阪府大阪市西成区花園北１－６－１６スイス難波南７１５ 
M270010282,大阪府大阪市西成区花園北１－６－１６スイス難波南８０１ 
M270010284,大阪府大阪市西成区花園北１－６－１６スイス難波南８２０ 
M270010286,大阪府大阪市西成区花園北１－６－１６スイス難波南９０２ 
M270010289,大阪府大阪市浪速区難波中２－５－１５シティライフ難波６０２ 
M270010290,大阪府大阪市浪速区難波中２－５－１５シティライフ難波６０３ 
M270010291,大阪府大阪市北区同心２－１５－８カーサリック同心１００３ 
M270010292,大阪府大阪市北区同心２－１５－８カーサリック同心２０４ 
M270010300,大阪府大阪市住吉区長居西１－１１－２ 
M270010303,大阪府大阪市住吉区帝塚山中１－５－２９帝塚山サンコーポユウ３Ａ 
M270010329,大阪府大阪市東淀川区西淡路1-1-28  ライオンズマンション新大阪207 
M270010331,大阪府大阪市東成区東小橋３－６－３１ 
M270010332,大阪府大阪市中央区高津３－３－２２ 
M270010351,大阪府大阪市中央区島之内２－８－３４中西ビル４０１ 
M270010352,大阪府大阪市西成区松２－４－９ 
M270010359,大阪府大阪市浪速区恵美須西１－５－６レフィナード恵美須２０１ 
M270010360,大阪府大阪市浪速区恵美須西１－５－６レフィナード恵美須７０１ 
M270010361,大阪府大阪市浪速区元町２－１３－３ハクユウ元町４０５ 
M270010363,大阪府大阪市北区天満３－４－８ブエナビスタ天満橋２０１ 
M270010388,大阪府大阪市西成区中開１－３－２３アメニティ愛寿４０９ 
M270010396,大阪府大阪市浪速区日本橋東１－１２－１２レジェンド日本橋東２０４、４０１、５０１、５０２、６０３ 
M270010420,大阪府大阪市浪速区元町２－８－３２　２０１、３０１、４０１、５０１、６０１ 
M270010421,大阪府大阪市浪速区元町２－８－３２　１０１、２０２、３０２、４０２、５０２、６０２ 
M270010451,大阪府大阪市中央区南久宝寺町１－８－１０Romi　Sky南久宝寺３０３ 
M270010452,大阪府大阪市中央区南久宝寺町１－８－１０Romi　Sky南久宝寺４０３ 
M270010453,大阪府大阪市中央区南久宝寺町１－８－１０Romi　Sky南久宝寺６０３ 
M270010454,大阪府大阪市中央区南久宝寺町１－８－１０Romi　Sky南久宝寺1003 
M270010455,大阪府大阪市中央区高津３－３－２７アルカディアEF202 
M270010456,大阪府大阪市中央区高津３－３－２７アルカディアEF302 
M270010457,大阪府大阪市中央区高津３－３－２７アルカディアEF503 
M270010459,大阪府大阪市中央区高津３－３－２７アルカディアEF306 
M270010460,大阪府大阪市中央区高津３－３－２７アルカディアEF506 
M270010461,大阪府大阪市中央区高津３－３－２７アルカディアEF402 
M270010462,大阪府大阪市住吉区帝塚山中１－５－２９帝塚山サンコーポユウ５Ａ 
M270010464,大阪府大阪市中央区高津３－３－２７アルカディアEF405 
M270010465,大阪府大阪市東淀川区東中島１－５－２５藤和シティコープ新大阪７０７ 
M270010466,大阪府大阪市中央区高津３－３－２７アルカディアEF408 
M270010467,大阪府大阪市中央区高津３－３－２７アルカディアEF501 
M270010468,大阪府大阪市中央区高津３－３－２７アルカディアEF602 
M270010469,大阪府大阪市中央区高津３－３－２７アルカディアEF603 
M270010470,大阪府大阪市中央区高津３－３－２７アルカディアEF607 
M270010471,大阪府大阪市中央区高津３－３－２７アルカディアEF702 
M270010472,大阪府大阪市中央区千日前１－９－８大ざわビルディング４Ｆ 
M270010473,大阪府大阪市中央区千日前１－９－８大ざわビルディング７Ｆ 
M270010484,大阪府大阪市中央区高津３－３－２７アルカディアEF502 
M270010486,大阪府大阪市西成区花園南１－７－２１　２０１ 
M270010487,大阪府大阪市西成区花園南１－７－２１　２０２ 
M270010507,大阪府大阪市浪速区難波中２－４－２スペース難波７０４ 
M270010508,大阪府大阪市浪速区難波中１－１６－１１レック難波ビル６０２ 
M270010509,大阪府大阪市浪速区難波中１－１６－１１レック難波ビル５０２ 
M270010591,大阪府大阪市浪速区下寺２－４－１７A 
M270010592,大阪府大阪市浪速区下寺２－４－１７B 
M270010594,大阪府大阪市此花区島屋３－１０－１６島屋ビル３０１ 
M270010595,大阪府大阪市此花区島屋３－１０－１６島屋ビル２０１ 
M270010597,大阪府大阪市北区堂山町１７－３イーグルビル４０１ 
M270010598,大阪府大阪市浪速区日本橋４－３－１３プランドール難波２０４ 
M270010599,大阪府大阪市浪速区日本橋４－３－１３プランドール難波７０４ 
M270010600,大阪府大阪市浪速区日本橋４－３－１３プランドール難波９０４ 
M270010602,大阪府大阪市北区天満３－４－８ブエナビスタ天満橋８０４ 
M270010603,大阪府大阪市北区天満３－４－８ブエナビスタ天満橋８０１ 
M270010611,大阪府大阪市東淀川区東淡路３－６－６ 
M270010622,大阪府大阪市中央区高津３－２－３１エスライズ日本橋２０４ 
M270010623,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ１０１ 
M270010624,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ５０２ 
M270010630,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ３０１ 
M270010635,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ３０３ 
M270010636,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ４０１ 
M270010637,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ４０３ 
M270010639,大阪府大阪市淀川区田川北１－８－５ 
M270010641,大阪府大阪市西区南堀江２－１－１７エーデルブルグ２０３ 
M270010642,大阪府大阪市中央区島之内１－１５－３１ 
M270010653,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋６０３ 
M270010654,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋３０１ 
M270010655,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋１０２ 
M270010660,大阪府大阪市都島区中野町４－２－１２　丸一マンションー５０１ 
M270010686,大阪府大阪市中央区日本橋２－１６－７ 1F 
M270010687,大阪府大阪市中央区日本橋２－１６－７ 2F 
M270010695,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋３０３ 
M270010696,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋３０２ 
M270010697,大阪府大阪市浪速区稲荷1－１１－８ 
M270010698,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋４０３ 
M270010730,大阪府大阪市中央区日本橋２－２－３上野マンション７０７号 
M270010731,大阪府大阪市中央区日本橋２－２－３上野マンション３０６号 
M270010736,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル２０１ 
M270010737,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル２０２ 
M270010739,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル２０３ 
M270010740,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル２０４ 
M270010741,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル３０１ 
M270010742,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル３０２ 
M270010743,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル３０３ 
M270010744,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル３０４ 
M270010745,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル４０１ 
M270010746,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル４０２ 
M270010747,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル４０３ 
M270010748,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル４０４ 
M270010749,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル５０１ 
M270010750,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル５０２ 
M270010751,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル５０３ 
M270010752,大阪府大阪市浪速区日本橋４－１５－２０おおきにオタロードビル５０４ 
M270010762,大阪府大阪市西区北堀江２－５－４ハイコート堀江６０２ 
M270010783,大阪府大阪市西区北堀江２－５－４ハイコート堀江７０３ 
M270010789,大阪府大阪市西区北堀江２－５－４ハイコート堀江２０３ 
M270010793,大阪府大阪市西区北堀江２－５－４ハイコート堀江２０５ 
M270010818,大阪府大阪市西成区松１－５－３　アヴェンタドールエス３０２ 
M270010819,大阪府大阪市西成区松１－５－３　アヴェンタドールエス４０２ 
M270010820,大阪府大阪市西成区松１－５－３　アヴェンタドールエス５０２ 
M270010840,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ７０１ 
M270010841,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ７０２ 
M270010842,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ８０１ 
M270010843,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ８０２ 
M270010845,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ６０２ 
M270010846,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ６０３ 
M270010847,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ５０３ 
M270010848,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ５０２ 
M270010849,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ５０１ 
M270010850,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ４０３ 
M270010851,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ４０２ 
M270010852,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ４０１ 
M270010853,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ３０３ 
M270010854,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ３０２ 
M270010855,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ３０１ 
M270010856,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ２０３ 
M270010857,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ２０２ 
M270010858,大阪府大阪市浪速区恵美須東１－３－１アロンディール恵美須Ⅱ２０１ 
M270010889,大阪府大阪市浪速区下寺３－１－３１　ＩＴＴ下寺ビル４０１，５０１ 
M270010890,大阪府大阪市中央区島之内１－２１－３０アスティオンカズ２０１ 
M270010896,大阪府大阪市中央区難波千日前５－３０－２０５ 
M270010898,大阪府大阪市中央区難波千日前５－３０－３０１ 
M270010907,大阪府大阪市淀川区新北野１－６－４あすかビル４０５ 
M270010912,大阪府大阪市中央区島之内１-２１－３０アスティオンカズ２０２ 
M270010922,大阪府大阪市都島区中野町３－３－２ハイツSakura２０１ 
M270010923,大阪府大阪市都島区中野町３－３－２ハイツSakura２０３ 
M270010924,大阪府大阪市東淀川区東中島１－２０－１２－６０３ 
M270010925,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１２０４ 
M270010926,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１２０２ 
M270010927,大阪府大阪市西成区山王２－１１－３モンテ山王１０１ 
M270010928,大阪府大阪市西成区山王２－１１－３モンテ山王２０１ 
M270010930,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　４０１ 
M270010931,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　４０３ 
M270010932,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　５０２ 
M270010933,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　５０５ 
M270010934,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　６０１ 
M270010935,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　７０１ 
M270010936,大阪府大阪市淀川区宮原１－１７－９クォーツＩＮＮ－Ⅰ　７０３ 
M270010942,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　２０１ 
M270010943,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　２０５ 
M270010944,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　２０６ 
M270010945,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　３０２ 
M270010946,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　３０３ 
M270010947,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　３０６ 
M270010948,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　４０１ 
M270010949,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　５０５ 
M270010950,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　５０６ 
M270010951,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　６０１ 
M270010952,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　６０２ 
M270010954,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　６０５ 
M270010955,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　７０２ 
M270010956,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　８０２ 
M270010957,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　８０３ 
M270010958,大阪府大阪市淀川区西宮原２－５－３３クォーツＩＮＮ－Ⅱ　８０５ 
Ｍ270010962大阪府大阪市,生野区桃谷３－２－３１GROOVEみゆき公園２０４ 
Ｍ270010963大阪府大阪市,生野区桃谷３－２－３１GROOVEみゆき公園２０５ 
M270010973,大阪府大阪市浪速区恵美須西３－２－４栄光キリスト教ビル３０３ 
M270010974,大阪府大阪市浪速区恵美須西３－２－４栄光キリスト教ビル３０６ 
M270010975,大阪府大阪市浪速区恵美須西３－２－４栄光キリスト教ビル４０２ 
M270010976,大阪府大阪市浪速区恵美須西３－２－４栄光キリスト教ビル４０７ 
M270010977,大阪府大阪市浪速区恵美須西３－２－４栄光キリスト教ビル８０２ 
M270010978,大阪府大阪市浪速区元町２－１３－３ハクユウ元町１００３ 
M270010979,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム１０１ 
M270010980,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム１０２ 
M270010982,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム１０３ 
M270010983,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム１０５ 
M270010984,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム１０６ 
M270010985,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム２０１ 
M270010986,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム２０２ 
M270010987,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム２０３ 
M270010988,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム２０５ 
M270010989,大阪府大阪市西成区萩之茶屋１－７－２コンフォートハイム２０６ 
M270010992,大阪府大阪市中央区難波千日前５－２９メゾンＫ３０号 
M270010993,大阪府大阪市中央区難波千日前５－２９メゾンＫ３２号 
M270011035,大阪府大阪市中央区北久宝寺町１－３－２ Ｒ-StayHONMACHI3A 
M270011036,大阪府大阪市中央区北久宝寺町１－３－２ Ｒ-StayHONMACHI4A 
M270011037,大阪府大阪市中央区北久宝寺町１－３－２ Ｒ-StayHONMACHI5A 
M270011038,大阪府大阪市中央区北久宝寺町１－３－２ Ｒ-StayHONMACHI6A 
M270011060,大阪府大阪市北区中崎西４－１－２６ 
M270011065,大阪府大阪市西区北堀江１－２２－１３北堀江１番館２０１ 
M270011067,大阪府大阪市西区北堀江１－２２－１３北堀江１番館２０６ 
M270011073,大阪府大阪市中央区東心斎橋２－３－４エムズビレッジ２０３ 
M270011074,大阪府大阪市中央区東心斎橋２－３－４エムズビレッジ３０３ 
M270011075,大阪府大阪市生野区桃谷４－４－５ 
M270011077,大阪府大阪市中央区東心斎橋１－２０－８　ＤＣビル３Ｆ６Ｆ７Ｆ 
